OID,Country or Area,Year,Description,Magnitude,Value
11066..IZF...,ADVANCED ECONOMIES,2009,INDUSTRIAL PRODUCTION,INDEX NUMBER,89.7444
11066..IZF...,ADVANCED ECONOMIES,2008,INDUSTRIAL PRODUCTION,INDEX NUMBER,103.535
11066..IZF...,ADVANCED ECONOMIES,2007,INDUSTRIAL PRODUCTION,INDEX NUMBER,105.672
11066..IZF...,ADVANCED ECONOMIES,2006,INDUSTRIAL PRODUCTION,INDEX NUMBER,103.052
11066..IZF...,ADVANCED ECONOMIES,2005,INDUSTRIAL PRODUCTION,INDEX NUMBER,100
11066..IZF...,ADVANCED ECONOMIES,2004,INDUSTRIAL PRODUCTION,INDEX NUMBER,98.0221
11066..IZF...,ADVANCED ECONOMIES,2003,INDUSTRIAL PRODUCTION,INDEX NUMBER,95.2705
11066..IZF...,ADVANCED ECONOMIES,2002,INDUSTRIAL PRODUCTION,INDEX NUMBER,93.9665
11066..IZF...,ADVANCED ECONOMIES,2001,INDUSTRIAL PRODUCTION,INDEX NUMBER,94.1862
11066..IZF...,ADVANCED ECONOMIES,2000,INDUSTRIAL PRODUCTION,INDEX NUMBER,96.9366
11066..IZF...,ADVANCED ECONOMIES,1999,INDUSTRIAL PRODUCTION,INDEX NUMBER,92.2293
11066..IZF...,ADVANCED ECONOMIES,1998,INDUSTRIAL PRODUCTION,INDEX NUMBER,89.4228
11066..IZF...,ADVANCED ECONOMIES,1997,INDUSTRIAL PRODUCTION,INDEX NUMBER,88.4714
11066..IZF...,ADVANCED ECONOMIES,1996,INDUSTRIAL PRODUCTION,INDEX NUMBER,84.5092
11066..IZF...,ADVANCED ECONOMIES,1995,INDUSTRIAL PRODUCTION,INDEX NUMBER,82.4991
11066..IZF...,ADVANCED ECONOMIES,1994,INDUSTRIAL PRODUCTION,INDEX NUMBER,79.6164
11066..IZF...,ADVANCED ECONOMIES,1993,INDUSTRIAL PRODUCTION,INDEX NUMBER,76.3978
11066..IZF...,ADVANCED ECONOMIES,1992,INDUSTRIAL PRODUCTION,INDEX NUMBER,77.1715
11066..IZF...,ADVANCED ECONOMIES,1991,INDUSTRIAL PRODUCTION,INDEX NUMBER,77.8287
11066..IZF...,ADVANCED ECONOMIES,1990,INDUSTRIAL PRODUCTION,INDEX NUMBER,77.7677
11066..IZF...,ADVANCED ECONOMIES,1989,INDUSTRIAL PRODUCTION,INDEX NUMBER,76.0569
11066..IZF...,ADVANCED ECONOMIES,1988,INDUSTRIAL PRODUCTION,INDEX NUMBER,73.5946
11066..IZF...,ADVANCED ECONOMIES,1987,INDUSTRIAL PRODUCTION,INDEX NUMBER,69.5528
11066..IZF...,ADVANCED ECONOMIES,1986,INDUSTRIAL PRODUCTION,INDEX NUMBER,66.9831
11066..IZF...,ADVANCED ECONOMIES,1985,INDUSTRIAL PRODUCTION,INDEX NUMBER,66.0009
11066..IZF...,ADVANCED ECONOMIES,1984,INDUSTRIAL PRODUCTION,INDEX NUMBER,64.3845
11066..IZF...,ADVANCED ECONOMIES,1983,INDUSTRIAL PRODUCTION,INDEX NUMBER,60.2546
11066..IZF...,ADVANCED ECONOMIES,1982,INDUSTRIAL PRODUCTION,INDEX NUMBER,59.0949
11066..IZF...,ADVANCED ECONOMIES,1981,INDUSTRIAL PRODUCTION,INDEX NUMBER,60.6021
11066..IZF...,ADVANCED ECONOMIES,1980,INDUSTRIAL PRODUCTION,INDEX NUMBER,60.7192
11066..IZF...,ADVANCED ECONOMIES,1979,INDUSTRIAL PRODUCTION,INDEX NUMBER,60.8808
11066..IZF...,ADVANCED ECONOMIES,1978,INDUSTRIAL PRODUCTION,INDEX NUMBER,58.2912
11066..IZF...,ADVANCED ECONOMIES,1977,INDUSTRIAL PRODUCTION,INDEX NUMBER,56.3773
11066..IZF...,ADVANCED ECONOMIES,1976,INDUSTRIAL PRODUCTION,INDEX NUMBER,53.9446
11066..IZF...,ADVANCED ECONOMIES,1975,INDUSTRIAL PRODUCTION,INDEX NUMBER,50.102
11066..IZF...,ADVANCED ECONOMIES,1974,INDUSTRIAL PRODUCTION,INDEX NUMBER,54.6257
11066..IZF...,ADVANCED ECONOMIES,1973,INDUSTRIAL PRODUCTION,INDEX NUMBER,54.6922
11066..IZF...,ADVANCED ECONOMIES,1972,INDUSTRIAL PRODUCTION,INDEX NUMBER,49.9861
11066..IZF...,ADVANCED ECONOMIES,1971,INDUSTRIAL PRODUCTION,INDEX NUMBER,46.9691
11066..IZF...,ADVANCED ECONOMIES,1970,INDUSTRIAL PRODUCTION,INDEX NUMBER,46.1228
11066..IZF...,ADVANCED ECONOMIES,1969,INDUSTRIAL PRODUCTION,INDEX NUMBER,44.688
11066..IZF...,ADVANCED ECONOMIES,1968,INDUSTRIAL PRODUCTION,INDEX NUMBER,41.1317
11066..IZF...,ADVANCED ECONOMIES,1967,INDUSTRIAL PRODUCTION,INDEX NUMBER,38.4764
11066..IZF...,ADVANCED ECONOMIES,1966,INDUSTRIAL PRODUCTION,INDEX NUMBER,37.3822
11066..IZF...,ADVANCED ECONOMIES,1965,INDUSTRIAL PRODUCTION,INDEX NUMBER,34.8644
11066..IZF...,ADVANCED ECONOMIES,1964,INDUSTRIAL PRODUCTION,INDEX NUMBER,32.4941
11066..IZF...,ADVANCED ECONOMIES,1963,INDUSTRIAL PRODUCTION,INDEX NUMBER,30.2443
11066..IZF...,ADVANCED ECONOMIES,1962,INDUSTRIAL PRODUCTION,INDEX NUMBER,28.5648
11066..IZF...,ADVANCED ECONOMIES,1961,INDUSTRIAL PRODUCTION,INDEX NUMBER,26.7046
11066..IZF...,ADVANCED ECONOMIES,1960,INDUSTRIAL PRODUCTION,INDEX NUMBER,25.7028
11066..IZF...,ADVANCED ECONOMIES,1959,INDUSTRIAL PRODUCTION,INDEX NUMBER,24.3167
11066..IZF...,ADVANCED ECONOMIES,1958,INDUSTRIAL PRODUCTION,INDEX NUMBER,22.1273
11066..IZF...,ADVANCED ECONOMIES,1957,INDUSTRIAL PRODUCTION,INDEX NUMBER,22.9641
11066..IZF...,ADVANCED ECONOMIES,1956,INDUSTRIAL PRODUCTION,INDEX NUMBER,22.325
11066..IZF...,ADVANCED ECONOMIES,1955,INDUSTRIAL PRODUCTION,INDEX NUMBER,21.2771
11066..IZF...,ADVANCED ECONOMIES,1954,INDUSTRIAL PRODUCTION,INDEX NUMBER,19.2313
11066..IZF...,ADVANCED ECONOMIES,1953,INDUSTRIAL PRODUCTION,INDEX NUMBER,19.8815
11066..IZF...,ADVANCED ECONOMIES,1952,INDUSTRIAL PRODUCTION,INDEX NUMBER,18.4505
11066..IZF...,ADVANCED ECONOMIES,1951,INDUSTRIAL PRODUCTION,INDEX NUMBER,18.0059
11066..IZF...,ADVANCED ECONOMIES,1950,INDUSTRIAL PRODUCTION,INDEX NUMBER,16.7411
11066..IZF...,ADVANCED ECONOMIES,1949,INDUSTRIAL PRODUCTION,INDEX NUMBER,14.6893
11066..IZF...,ADVANCED ECONOMIES,1948,INDUSTRIAL PRODUCTION,INDEX NUMBER,15.1752
61266AA.ZF...,ALGERIA,2009,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,93.2455
61266AA.ZF...,ALGERIA,2008,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,103.043
61266AA.ZF...,ALGERIA,2007,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,100.331
61266...ZF...,ALGERIA,2006,INDUSTRIAL PRODUCTION,INDEX NUMBER,99.6947
61266AA.ZF...,ALGERIA,2006,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,100.617
61266...ZF...,ALGERIA,2005,INDUSTRIAL PRODUCTION,INDEX NUMBER,100
61266AA.ZF...,ALGERIA,2005,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,100
61266...ZF...,ALGERIA,2004,INDUSTRIAL PRODUCTION,INDEX NUMBER,98.4223
61266AA.ZF...,ALGERIA,2004,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,91.8934
61266...ZF...,ALGERIA,2003,INDUSTRIAL PRODUCTION,INDEX NUMBER,98.0389
61266AA.ZF...,ALGERIA,2003,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,84.797
61266...ZF...,ALGERIA,2002,INDUSTRIAL PRODUCTION,INDEX NUMBER,96.9677
61266AA.ZF...,ALGERIA,2002,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,63.3961
61266...ZF...,ALGERIA,2001,INDUSTRIAL PRODUCTION,INDEX NUMBER,95.8402
61266AA.ZF...,ALGERIA,2001,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,59.9629
61266...ZF...,ALGERIA,2000,INDUSTRIAL PRODUCTION,INDEX NUMBER,96.0657
61266AA.ZF...,ALGERIA,2000,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,61.2841
61266...ZF...,ALGERIA,1999,INDUSTRIAL PRODUCTION,INDEX NUMBER,94.8254
61266AA.ZF...,ALGERIA,1999,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,58.9191
61266...ZF...,ALGERIA,1998,INDUSTRIAL PRODUCTION,INDEX NUMBER,94.4871
61266AA.ZF...,ALGERIA,1998,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,56.6871
61266...ZF...,ALGERIA,1997,INDUSTRIAL PRODUCTION,INDEX NUMBER,88.173
61266AA.ZF...,ALGERIA,1997,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,55.6524
61266...ZF...,ALGERIA,1996,INDUSTRIAL PRODUCTION,INDEX NUMBER,91.4428
61266AA.ZF...,ALGERIA,1996,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,55.3863
61266...ZF...,ALGERIA,1995,INDUSTRIAL PRODUCTION,INDEX NUMBER,98.7718
61266AA.ZF...,ALGERIA,1995,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,52.2822
61266...ZF...,ALGERIA,1994,INDUSTRIAL PRODUCTION,INDEX NUMBER,99.7865
61266AA.ZF...,ALGERIA,1994,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,52.77
61266...ZF...,ALGERIA,1993,INDUSTRIAL PRODUCTION,INDEX NUMBER,106.777
61266AA.ZF...,ALGERIA,1993,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,55.9297
61266...ZF...,ALGERIA,1992,INDUSTRIAL PRODUCTION,INDEX NUMBER,104.86
61266AA.ZF...,ALGERIA,1992,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,58.0572
61266AA.ZF...,ALGERIA,1991,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,59.0857
61266AA.ZF...,ALGERIA,1990,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,56.3129
61266AA.ZF...,ALGERIA,1989,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,51.1585
61266AA.ZF...,ALGERIA,1988,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,47.1254
61266AA.ZF...,ALGERIA,1987,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,46.7604
61266AA.ZF...,ALGERIA,1986,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,44.1933
61266AA.ZF...,ALGERIA,1985,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,46.472
61266AA.ZF...,ALGERIA,1984,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,47.0568
61266AA.ZF...,ALGERIA,1983,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,49.7086
61266AA.ZF...,ALGERIA,1982,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,51.0234
61266AA.ZF...,ALGERIA,1981,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,59.4588
61266AA.ZF...,ALGERIA,1980,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,69.4912
61266AA.ZF...,ALGERIA,1979,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,82.1916
61266AA.ZF...,ALGERIA,1978,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,87.4549
61266AA.ZF...,ALGERIA,1977,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,80.9474
61266AA.ZF...,ALGERIA,1976,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,79.2514
61266AA.ZF...,ALGERIA,1975,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,69.582
61266AA.ZF...,ALGERIA,1974,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,75.178
61266AA.ZF...,ALGERIA,1973,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,79.0679
61266AA.ZF...,ALGERIA,1972,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,77.3256
61266AA.ZF...,ALGERIA,1971,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,56.1717
61266AA.ZF...,ALGERIA,1970,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,74.4641
61266AA.ZF...,ALGERIA,1969,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,69.1807
61266AA.ZF...,ALGERIA,1968,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,66.2768
61266AA.ZF...,ALGERIA,1967,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,60.3743
61266AA.ZF...,ALGERIA,1966,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,52.3261
61266AA.ZF...,ALGERIA,1965,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,40.9083
61266AA.ZF...,ALGERIA,1964,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,40.9244
61266AA.ZF...,ALGERIA,1963,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,37.0627
61266AA.ZF...,ALGERIA,1962,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,31.9648
61266AA.ZF...,ALGERIA,1961,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,24.1929
61266AA.ZF...,ALGERIA,1960,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,13.6563
61266AA.ZF...,ALGERIA,1959,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,2.00851
61266AA.ZF...,ALGERIA,1958,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,0.927625
31266T..ZF...,ANGUILLA,2009,NUMBER OF TOURISTS,INDEX NUMBER,74.4661
31266T..ZF...,ANGUILLA,2008,NUMBER OF TOURISTS,INDEX NUMBER,89.2964
31266T..ZF...,ANGUILLA,2007,NUMBER OF TOURISTS,INDEX NUMBER,114.583
31266T..ZF...,ANGUILLA,2006,NUMBER OF TOURISTS,INDEX NUMBER,116.803
31266T..ZF...,ANGUILLA,2005,NUMBER OF TOURISTS,INDEX NUMBER,100
31266T..ZF...,ANGUILLA,2004,NUMBER OF TOURISTS,INDEX NUMBER,84.3574
31266T..ZF...,ANGUILLA,2003,NUMBER OF TOURISTS,INDEX NUMBER,76.3217
31266T..ZF...,ANGUILLA,2002,NUMBER OF TOURISTS,INDEX NUMBER,77.604
31266T..ZF...,ANGUILLA,2001,NUMBER OF TOURISTS,INDEX NUMBER,73.313
31266T..ZF...,ANGUILLA,2000,NUMBER OF TOURISTS,INDEX NUMBER,78.5112
31266T..ZF...,ANGUILLA,1999,NUMBER OF TOURISTS,INDEX NUMBER,74.5387
31266T..ZF...,ANGUILLA,1998,NUMBER OF TOURISTS,INDEX NUMBER,79.4743
31266T..ZF...,ANGUILLA,1997,NUMBER OF TOURISTS,INDEX NUMBER,361.887
31266T..ZF...,ANGUILLA,1996,NUMBER OF TOURISTS,INDEX NUMBER,314.26
31266T..ZF...,ANGUILLA,1995,NUMBER OF TOURISTS,INDEX NUMBER,322.917
31266T..ZF...,ANGUILLA,1994,NUMBER OF TOURISTS,INDEX NUMBER,366.279
31266T..ZF...,ANGUILLA,1993,NUMBER OF TOURISTS,INDEX NUMBER,315.601
31266T..ZF...,ANGUILLA,1992,NUMBER OF TOURISTS,INDEX NUMBER,268.82
31266T..ZF...,ANGUILLA,1991,NUMBER OF TOURISTS,INDEX NUMBER,259.819
31266T..ZF...,ANGUILLA,1990,NUMBER OF TOURISTS,INDEX NUMBER,261.403
21366AA.ZF...,ARGENTINA,2008,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,86.2984
21366AA.ZF...,ARGENTINA,2007,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,96.1601
21366AA.ZF...,ARGENTINA,2006,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,98.5984
21366AA.ZF...,ARGENTINA,2005,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,100
21366AA.ZF...,ARGENTINA,2004,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,104.769
21366AA.ZF...,ARGENTINA,2003,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,111.475
21366AA.ZF...,ARGENTINA,2002,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,113.805
21366AA.ZF...,ARGENTINA,2001,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,116.473
21366AA.ZF...,ARGENTINA,2000,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,116.159
21366AA.ZF...,ARGENTINA,1999,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,120.909
21366AA.ZF...,ARGENTINA,1998,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,127.528
21366AA.ZF...,ARGENTINA,1997,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,125.584
21366AA.ZF...,ARGENTINA,1996,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,115.596
21366AA.ZF...,ARGENTINA,1995,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,108.258
21366AA.ZF...,ARGENTINA,1994,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,100.385
21366AA.ZF...,ARGENTINA,1993,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,89.3721
21366AA.ZF...,ARGENTINA,1992,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,83.7926
21366AA.ZF...,ARGENTINA,1991,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,73.2364
21366AA.ZF...,ARGENTINA,1990,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,72.492
21366AA.ZF...,ARGENTINA,1989,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,69.0956
21366AA.ZF...,ARGENTINA,1988,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,67.7638
21366AA.ZF...,ARGENTINA,1987,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,64.3365
21366AA.ZF...,ARGENTINA,1986,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,65.3244
21366AA.ZF...,ARGENTINA,1985,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,69.2453
21366AA.ZF...,ARGENTINA,1984,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,72.2362
21366AA.ZF...,ARGENTINA,1983,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,73.8811
21366AA.ZF...,ARGENTINA,1982,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,73.8137
21366AA.ZF...,ARGENTINA,1981,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,74.7918
21366AA.ZF...,ARGENTINA,1980,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,74.1561
21366AA.ZF...,ARGENTINA,1979,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,71.3385
21366AA.ZF...,ARGENTINA,1978,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,68.1083
21366AA.ZF...,ARGENTINA,1977,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,64.8808
21366AA.ZF...,ARGENTINA,1976,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,59.972
21366AA.ZF...,ARGENTINA,1975,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,59.8397
21366AA.ZF...,ARGENTINA,1974,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,62.3537
21366AA.ZF...,ARGENTINA,1973,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,63.4118
21366AA.ZF...,ARGENTINA,1972,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,65.366
21366AA.ZF...,ARGENTINA,1971,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,63.734
21366AA.ZF...,ARGENTINA,1970,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,59.1495
21366AA.ZF...,ARGENTINA,1969,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,53.657
21366AA.ZF...,ARGENTINA,1968,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,51.763
21366AA.ZF...,ARGENTINA,1967,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,47.303
21366AA.ZF...,ARGENTINA,1966,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,43.2141
21366AA.ZF...,ARGENTINA,1965,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,40.5391
21366AA.ZF...,ARGENTINA,1964,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,41.3642
91166...ZF...,ARMENIA,2009,INDUSTRIAL PRODUCTION,INDEX NUMBER,103.758
91166...ZF...,ARMENIA,2008,INDUSTRIAL PRODUCTION,INDEX NUMBER,117.465
91166...ZF...,ARMENIA,2007,INDUSTRIAL PRODUCTION,INDEX NUMBER,110.819
91166...ZF...,ARMENIA,2006,INDUSTRIAL PRODUCTION,INDEX NUMBER,100.322
91166...ZF...,ARMENIA,2005,INDUSTRIAL PRODUCTION,INDEX NUMBER,100
91166...ZF...,ARMENIA,2004,INDUSTRIAL PRODUCTION,INDEX NUMBER,82.6418
91166...ZF...,ARMENIA,2003,INDUSTRIAL PRODUCTION,INDEX NUMBER,66.477
91166...ZF...,ARMENIA,2002,INDUSTRIAL PRODUCTION,INDEX NUMBER,52.9874
91166...ZF...,ARMENIA,2001,INDUSTRIAL PRODUCTION,INDEX NUMBER,47.4954
91166...ZF...,ARMENIA,2000,INDUSTRIAL PRODUCTION,INDEX NUMBER,47.1164
91166...ZF...,ARMENIA,1999,INDUSTRIAL PRODUCTION,INDEX NUMBER,44.066
91166...ZF...,ARMENIA,1998,INDUSTRIAL PRODUCTION,INDEX NUMBER,38.9497
91166...ZF...,ARMENIA,1997,INDUSTRIAL PRODUCTION,INDEX NUMBER,36.9945
91166...ZF...,ARMENIA,1996,INDUSTRIAL PRODUCTION,INDEX NUMBER,34.1604
91166...ZF...,ARMENIA,1995,INDUSTRIAL PRODUCTION,INDEX NUMBER,327.644
31466TA.ZF...,ARUBA,2009,NO. OF TOURISTS,INDEX NUMBER,110.936
31466TA.ZF...,ARUBA,2008,NO. OF TOURISTS,INDEX NUMBER,112.868
31466TB.ZF...,ARUBA,2008,NO. OF TOURIST NIGHTS,INDEX NUMBER,110.013
31466TA.ZF...,ARUBA,2007,NO. OF TOURISTS,INDEX NUMBER,105.4
31466TB.ZF...,ARUBA,2007,NO. OF TOURIST NIGHTS,INDEX NUMBER,103.432
31466TA.ZF...,ARUBA,2006,NO. OF TOURISTS,INDEX NUMBER,94.793
31466TB.ZF...,ARUBA,2006,NO. OF TOURIST NIGHTS,INDEX NUMBER,96.0671
31466TA.ZF...,ARUBA,2005,NO. OF TOURISTS,INDEX NUMBER,100
31466TB.ZF...,ARUBA,2005,NO. OF TOURIST NIGHTS,INDEX NUMBER,100
31466TA.ZF...,ARUBA,2004,NO. OF TOURISTS,INDEX NUMBER,99.4052
31466TB.ZF...,ARUBA,2004,NO. OF TOURIST NIGHTS,INDEX NUMBER,99.0405
31466TA.ZF...,ARUBA,2003,NO. OF TOURISTS,INDEX NUMBER,87.6305
31466TB.ZF...,ARUBA,2003,NO. OF TOURIST NIGHTS,INDEX NUMBER,89.5176
31466TA.ZF...,ARUBA,2002,NO. OF TOURISTS,INDEX NUMBER,87.729
31466TB.ZF...,ARUBA,2002,NO. OF TOURIST NIGHTS,INDEX NUMBER,85.3912
31466TA.ZF...,ARUBA,2001,NO. OF TOURISTS,INDEX NUMBER,94.39
31466TB.ZF...,ARUBA,2001,NO. OF TOURIST NIGHTS,INDEX NUMBER,90.3433
31466TA.ZF...,ARUBA,2000,NO. OF TOURISTS,INDEX NUMBER,98.4587
31466TB.ZF...,ARUBA,2000,NO. OF TOURIST NIGHTS,INDEX NUMBER,92.1591
31466TA.ZF...,ARUBA,1999,NO. OF TOURISTS,INDEX NUMBER,93.2846
31466TB.ZF...,ARUBA,1999,NO. OF TOURIST NIGHTS,INDEX NUMBER,90.3205
31466TA.ZF...,ARUBA,1998,NO. OF TOURISTS,INDEX NUMBER,88.3856
31466TB.ZF...,ARUBA,1998,NO. OF TOURIST NIGHTS,INDEX NUMBER,85.8688
31466TA.ZF...,ARUBA,1997,NO. OF TOURISTS,INDEX NUMBER,88.7209
31466TB.ZF...,ARUBA,1997,NO. OF TOURIST NIGHTS,INDEX NUMBER,85.0558
31466TA.ZF...,ARUBA,1996,NO. OF TOURISTS,INDEX NUMBER,87.4842
31466TB.ZF...,ARUBA,1996,NO. OF TOURIST NIGHTS,INDEX NUMBER,82.4392
31466TA.ZF...,ARUBA,1995,NO. OF TOURISTS,INDEX NUMBER,84.492
31466TB.ZF...,ARUBA,1995,NO. OF TOURIST NIGHTS,INDEX NUMBER,78.5512
31466TA.ZF...,ARUBA,1994,NO. OF TOURISTS,INDEX NUMBER,79.471
31466TB.ZF...,ARUBA,1994,NO. OF TOURIST NIGHTS,INDEX NUMBER,74.3437
31466TA.ZF...,ARUBA,1993,NO. OF TOURISTS,INDEX NUMBER,76.5624
31466TB.ZF...,ARUBA,1993,NO. OF TOURIST NIGHTS,INDEX NUMBER,70.6822
31466TA.ZF...,ARUBA,1992,NO. OF TOURISTS,INDEX NUMBER,73.9527
31466TB.ZF...,ARUBA,1992,NO. OF TOURIST NIGHTS,INDEX NUMBER,68.528
31466TA.ZF...,ARUBA,1991,NO. OF TOURISTS,INDEX NUMBER,68.4388
31466TB.ZF...,ARUBA,1991,NO. OF TOURIST NIGHTS,INDEX NUMBER,66.1751
31466TA.ZF...,ARUBA,1990,NO. OF TOURISTS,INDEX NUMBER,59.079
31466TB.ZF...,ARUBA,1990,NO. OF TOURIST NIGHTS,INDEX NUMBER,59.3555
31466TA.ZF...,ARUBA,1989,NO. OF TOURISTS,INDEX NUMBER,47.0074
31466TB.ZF...,ARUBA,1989,NO. OF TOURIST NIGHTS,INDEX NUMBER,46.6625
31466TA.ZF...,ARUBA,1988,NO. OF TOURISTS,INDEX NUMBER,37.9478
31466TB.ZF...,ARUBA,1988,NO. OF TOURIST NIGHTS,INDEX NUMBER,36.5194
31466TA.ZF...,ARUBA,1987,NO. OF TOURISTS,INDEX NUMBER,31.624
31466TB.ZF...,ARUBA,1987,NO. OF TOURIST NIGHTS,INDEX NUMBER,28.5953
31466TA.ZF...,ARUBA,1986,NO. OF TOURISTS,INDEX NUMBER,24.7425
31466TB.ZF...,ARUBA,1986,NO. OF TOURIST NIGHTS,INDEX NUMBER,22.6682
31466TA.ZF...,ARUBA,1985,NO. OF TOURISTS,INDEX NUMBER,28.3595
31466TB.ZF...,ARUBA,1985,NO. OF TOURIST NIGHTS,INDEX NUMBER,24.3293
31466TA.ZF...,ARUBA,1984,NO. OF TOURISTS,INDEX NUMBER,28.7047
31466TB.ZF...,ARUBA,1984,NO. OF TOURIST NIGHTS,INDEX NUMBER,24.3293
31466TB.ZF...,ARUBA,1980,NO. OF TOURIST NIGHTS,INDEX NUMBER,20.4579
19366..IZF...,AUSTRALIA,2009,"INDUSTRIAL PROD UNADJ, 2005=100",INDEX NUMBER,99.0331
19366..CZF...,AUSTRALIA,2009,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,98.153
