OID,Country or Area,Year,Description,Magnitude,Value
94166...ZF...,LATVIA,2006,INDUSTRIAL PRODUCTION,INDEX NUMBER,104.804
94166...ZF...,LATVIA,2005,INDUSTRIAL PRODUCTION,INDEX NUMBER,100
94166...ZF...,LATVIA,2004,INDUSTRIAL PRODUCTION,INDEX NUMBER,94.6689
94166...ZF...,LATVIA,2003,INDUSTRIAL PRODUCTION,INDEX NUMBER,89.3316
94166...ZF...,LATVIA,2002,INDUSTRIAL PRODUCTION,INDEX NUMBER,83.8522
94166...ZF...,LATVIA,2001,INDUSTRIAL PRODUCTION,INDEX NUMBER,79.2562
94166...ZF...,LATVIA,2000,INDUSTRIAL PRODUCTION,INDEX NUMBER,74.1846
94166...ZF...,LATVIA,1999,INDUSTRIAL PRODUCTION,INDEX NUMBER,70.8538
94166...ZF...,LATVIA,1998,INDUSTRIAL PRODUCTION,INDEX NUMBER,74.9718
94166...ZF...,LATVIA,1997,INDUSTRIAL PRODUCTION,INDEX NUMBER,72.7312
94166...ZF...,LATVIA,1996,INDUSTRIAL PRODUCTION,INDEX NUMBER,63.8896
94166...ZF...,LATVIA,1995,INDUSTRIAL PRODUCTION,INDEX NUMBER,60.5588
94166...ZF...,LATVIA,1994,INDUSTRIAL PRODUCTION,INDEX NUMBER,62.8601
94166...ZF...,LATVIA,1993,INDUSTRIAL PRODUCTION,INDEX NUMBER,69.8243
94166...ZF...,LATVIA,1992,INDUSTRIAL PRODUCTION,INDEX NUMBER,102.768
67266AA.ZF...,LIBYA,2009,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,88.587
67266AA.ZF...,LIBYA,2008,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,101.157
67266AA.ZF...,LIBYA,2007,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,100.568
67266AA.ZF...,LIBYA,2006,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,100.115
67266AA.ZF...,LIBYA,2005,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,100
67266AA.ZF...,LIBYA,2004,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,90.8946
67266AA.ZF...,LIBYA,2003,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,84.7803
67266AA.ZF...,LIBYA,2002,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,77.5989
67266AA.ZF...,LIBYA,2001,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,80.1757
67266AA.ZF...,LIBYA,2000,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,81.3858
67266AA.ZF...,LIBYA,1999,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,77.5662
67266AA.ZF...,LIBYA,1998,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,80.9019
67266AA.ZF...,LIBYA,1997,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,83.0911
67266AA.ZF...,LIBYA,1996,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,82.5613
67266AA.ZF...,LIBYA,1995,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,81.6982
67266AA.ZF...,LIBYA,1994,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,81.0654
67266AA.ZF...,LIBYA,1993,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,80.9269
67266AA.ZF...,LIBYA,1992,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,87.4027
67266AA.ZF...,LIBYA,1991,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,87.4792
67266AA.ZF...,LIBYA,1990,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,79.3472
67266AA.ZF...,LIBYA,1989,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,64.4439
67266AA.ZF...,LIBYA,1988,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,59.758
67266AA.ZF...,LIBYA,1987,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,57.1493
67266AA.ZF...,LIBYA,1986,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,60.7725
67266AA.ZF...,LIBYA,1985,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,62.0768
67266AA.ZF...,LIBYA,1984,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,63.2523
67266AA.ZF...,LIBYA,1983,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,63.2684
67266AA.ZF...,LIBYA,1982,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,67.5679
67266AA.ZF...,LIBYA,1981,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,65.2008
67266AA.ZF...,LIBYA,1980,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,105.378
67266AA.ZF...,LIBYA,1979,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,121.062
67266AA.ZF...,LIBYA,1978,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,116.263
67266AA.ZF...,LIBYA,1977,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,121.271
67266AA.ZF...,LIBYA,1976,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,114.073
67266AA.ZF...,LIBYA,1975,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,86.9719
67266AA.ZF...,LIBYA,1974,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,89.4196
67266AA.ZF...,LIBYA,1973,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,127.326
67266AA.ZF...,LIBYA,1972,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,131.98
67266AA.ZF...,LIBYA,1971,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,162.269
67266AA.ZF...,LIBYA,1970,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,195.006
67266AA.ZF...,LIBYA,1969,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,182.704
67266AA.ZF...,LIBYA,1968,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,152.801
67266AA.ZF...,LIBYA,1967,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,101.706
67266AA.ZF...,LIBYA,1966,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,88.5178
67266AA.ZF...,LIBYA,1965,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,71.4809
67266AA.ZF...,LIBYA,1964,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,51.1751
67266AA.ZF...,LIBYA,1963,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,25.974
67266AA.ZF...,LIBYA,1962,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,10.7084
67266AA.ZF...,LIBYA,1961,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,1.06279
67266AA.ZF...,LIBYA,1960,CRUDE PETROLEUM PRODUCTION,INDEX NUMBER,0.322059
94666...ZF...,LITHUANIA,2009,INDUSTRIAL PRODUCTION,INDEX NUMBER,98.5751
94666...ZF...,LITHUANIA,2008,INDUSTRIAL PRODUCTION,INDEX NUMBER,117.09
94666...ZF...,LITHUANIA,2007,INDUSTRIAL PRODUCTION,INDEX NUMBER,110.041
94666...ZF...,LITHUANIA,2006,INDUSTRIAL PRODUCTION,INDEX NUMBER,107.483
94666...ZF...,LITHUANIA,2005,INDUSTRIAL PRODUCTION,INDEX NUMBER,100
94666...ZF...,LITHUANIA,2004,INDUSTRIAL PRODUCTION,INDEX NUMBER,92.3506
94666...ZF...,LITHUANIA,2003,INDUSTRIAL PRODUCTION,INDEX NUMBER,82.3681
94666...ZF...,LITHUANIA,2002,INDUSTRIAL PRODUCTION,INDEX NUMBER,74.1522
94666...ZF...,LITHUANIA,2001,INDUSTRIAL PRODUCTION,INDEX NUMBER,69.4859
94666...ZF...,LITHUANIA,2000,INDUSTRIAL PRODUCTION,INDEX NUMBER,62.3948
94666...ZF...,LITHUANIA,1999,INDUSTRIAL PRODUCTION,INDEX NUMBER,59.2127
94666...ZF...,LITHUANIA,1998,INDUSTRIAL PRODUCTION,INDEX NUMBER,66.9496
94666...ZF...,LITHUANIA,1997,INDUSTRIAL PRODUCTION,INDEX NUMBER,58.7135
94666...ZF...,LITHUANIA,1996,INDUSTRIAL PRODUCTION,INDEX NUMBER,54.3546
94666...ZF...,LITHUANIA,1995,INDUSTRIAL PRODUCTION,INDEX NUMBER,52.5166
13766...ZF...,LUXEMBOURG,2009,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,80.5
13766..IZF...,LUXEMBOURG,2009,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,80.5
13766..IZF...,LUXEMBOURG,2008,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,96.3
13766...ZF...,LUXEMBOURG,2008,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,96.3
13766..BZF...,LUXEMBOURG,2007,INDUSTRIAL PRODUCTION,INDEX NUMBER,101.873
13766...ZF...,LUXEMBOURG,2007,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,101.9
13766..IZF...,LUXEMBOURG,2007,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,101.9
13766..BZF...,LUXEMBOURG,2006,INDUSTRIAL PRODUCTION,INDEX NUMBER,102.067
13766...ZF...,LUXEMBOURG,2006,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,102.1
13766..IZF...,LUXEMBOURG,2006,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,102.1
13766..BZF...,LUXEMBOURG,2005,INDUSTRIAL PRODUCTION,INDEX NUMBER,100
13766...ZF...,LUXEMBOURG,2005,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,100
13766..IZF...,LUXEMBOURG,2005,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,100
13766..BZF...,LUXEMBOURG,2004,INDUSTRIAL PRODUCTION,INDEX NUMBER,98.606
13766...ZF...,LUXEMBOURG,2004,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,98.6
13766..IZF...,LUXEMBOURG,2004,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,98.6
13766..BZF...,LUXEMBOURG,2003,INDUSTRIAL PRODUCTION,INDEX NUMBER,92.7083
13766...ZF...,LUXEMBOURG,2003,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,92.7
13766..IZF...,LUXEMBOURG,2003,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,92.7
13766..BZF...,LUXEMBOURG,2002,INDUSTRIAL PRODUCTION,INDEX NUMBER,88.1488
13766...ZF...,LUXEMBOURG,2002,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,88.1
13766..IZF...,LUXEMBOURG,2002,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,88.1
13766..BZF...,LUXEMBOURG,2001,INDUSTRIAL PRODUCTION,INDEX NUMBER,86.2873
13766...ZF...,LUXEMBOURG,2001,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,86.3
13766..IZF...,LUXEMBOURG,2001,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,86.3
13766..BZF...,LUXEMBOURG,2000,INDUSTRIAL PRODUCTION,INDEX NUMBER,83.8587
13766...ZF...,LUXEMBOURG,2000,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,83.7
13766..IZF...,LUXEMBOURG,2000,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,83.7
13766..BZF...,LUXEMBOURG,1999,INDUSTRIAL PRODUCTION,INDEX NUMBER,80.3428
13766...ZF...,LUXEMBOURG,1999,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,80.3
13766..IZF...,LUXEMBOURG,1999,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,80.3
13766..BZF...,LUXEMBOURG,1998,INDUSTRIAL PRODUCTION,INDEX NUMBER,71.6949
13766...ZF...,LUXEMBOURG,1998,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,72
13766..IZF...,LUXEMBOURG,1998,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,72
13766..BZF...,LUXEMBOURG,1997,INDUSTRIAL PRODUCTION,INDEX NUMBER,72.0822
13766...ZF...,LUXEMBOURG,1997,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,72.1
13766..IZF...,LUXEMBOURG,1997,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,72.1
13766..BZF...,LUXEMBOURG,1996,INDUSTRIAL PRODUCTION,INDEX NUMBER,68.1031
13766...ZF...,LUXEMBOURG,1996,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,68.1
13766..IZF...,LUXEMBOURG,1996,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,68.1
13766..BZF...,LUXEMBOURG,1995,INDUSTRIAL PRODUCTION,INDEX NUMBER,68.1061
13766...ZF...,LUXEMBOURG,1995,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,68.0917
13766..IZF...,LUXEMBOURG,1995,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,68.0917
13766..BZF...,LUXEMBOURG,1994,INDUSTRIAL PRODUCTION,INDEX NUMBER,66.7695
13766...ZF...,LUXEMBOURG,1994,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,66.7365
13766..IZF...,LUXEMBOURG,1994,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,66.7365
13766..BZF...,LUXEMBOURG,1993,INDUSTRIAL PRODUCTION,INDEX NUMBER,63.1441
13766...ZF...,LUXEMBOURG,1993,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,63.0033
13766..IZF...,LUXEMBOURG,1993,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,63.0033
13766..BZF...,LUXEMBOURG,1992,INDUSTRIAL PRODUCTION,INDEX NUMBER,65.8175
13766...ZF...,LUXEMBOURG,1992,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,65.8277
13766..IZF...,LUXEMBOURG,1992,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,65.8277
13766..BZF...,LUXEMBOURG,1991,INDUSTRIAL PRODUCTION,INDEX NUMBER,66.3566
13766...ZF...,LUXEMBOURG,1991,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,66.3558
13766..IZF...,LUXEMBOURG,1991,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,66.3558
13766..BZF...,LUXEMBOURG,1990,INDUSTRIAL PRODUCTION,INDEX NUMBER,66.1171
13766...ZF...,LUXEMBOURG,1990,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,66.1295
13766..IZF...,LUXEMBOURG,1990,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,66.1295
13766..BZF...,LUXEMBOURG,1989,INDUSTRIAL PRODUCTION,INDEX NUMBER,64.4343
13766...ZF...,LUXEMBOURG,1989,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,64.4465
13766..IZF...,LUXEMBOURG,1989,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,64.4465
13766..BZF...,LUXEMBOURG,1988,INDUSTRIAL PRODUCTION,INDEX NUMBER,59.7536
13766...ZF...,LUXEMBOURG,1988,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,59.7649
13766..IZF...,LUXEMBOURG,1988,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,59.7649
13766..BZF...,LUXEMBOURG,1987,INDUSTRIAL PRODUCTION,INDEX NUMBER,55.0153
13766..IZF...,LUXEMBOURG,1987,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,55.0027
13766...ZF...,LUXEMBOURG,1987,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,55.0027
13766..BZF...,LUXEMBOURG,1986,INDUSTRIAL PRODUCTION,INDEX NUMBER,55.3407
13766..IZF...,LUXEMBOURG,1986,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,55.3419
13766...ZF...,LUXEMBOURG,1986,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,55.3419
13766..BZF...,LUXEMBOURG,1985,INDUSTRIAL PRODUCTION,INDEX NUMBER,54.3355
13766..IZF...,LUXEMBOURG,1985,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,54.3322
13766...ZF...,LUXEMBOURG,1985,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,54.3322
13766..BZF...,LUXEMBOURG,1984,INDUSTRIAL PRODUCTION,INDEX NUMBER,54.9624
13766..IZF...,LUXEMBOURG,1984,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,54.959
13766...ZF...,LUXEMBOURG,1984,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,54.959
13766..BZF...,LUXEMBOURG,1983,INDUSTRIAL PRODUCTION,INDEX NUMBER,49.171
13766..IZF...,LUXEMBOURG,1983,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,49.2008
13766...ZF...,LUXEMBOURG,1983,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,49.2008
13766..BZF...,LUXEMBOURG,1982,INDUSTRIAL PRODUCTION,INDEX NUMBER,46.6668
13766...ZF...,LUXEMBOURG,1982,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,46.664
13766..IZF...,LUXEMBOURG,1982,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,46.664
13766..BZF...,LUXEMBOURG,1981,INDUSTRIAL PRODUCTION,INDEX NUMBER,45.6165
13766...ZF...,LUXEMBOURG,1981,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,45.6327
13766..IZF...,LUXEMBOURG,1981,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,45.6327
13766..BZF...,LUXEMBOURG,1980,INDUSTRIAL PRODUCTION,INDEX NUMBER,48.3532
13766...ZF...,LUXEMBOURG,1980,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,48.3624
13766..IZF...,LUXEMBOURG,1980,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,48.3624
13766..BZF...,LUXEMBOURG,1979,INDUSTRIAL PRODUCTION,INDEX NUMBER,49.4185
13766...ZF...,LUXEMBOURG,1979,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,49.4237
13766..IZF...,LUXEMBOURG,1979,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,49.4237
13766..BZF...,LUXEMBOURG,1978,INDUSTRIAL PRODUCTION,INDEX NUMBER,47.8304
13766...ZF...,LUXEMBOURG,1978,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,47.8195
13766..IZF...,LUXEMBOURG,1978,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,47.8195
13766..BZF...,LUXEMBOURG,1977,INDUSTRIAL PRODUCTION,INDEX NUMBER,46.3552
13766...ZF...,LUXEMBOURG,1977,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,46.3446
13766..IZF...,LUXEMBOURG,1977,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,46.3446
13766..BZF...,LUXEMBOURG,1976,INDUSTRIAL PRODUCTION,INDEX NUMBER,46.109
13766...ZF...,LUXEMBOURG,1976,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,46.1177
13766..IZF...,LUXEMBOURG,1976,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,46.1177
13766..BZF...,LUXEMBOURG,1975,INDUSTRIAL PRODUCTION,INDEX NUMBER,44.4291
13766...ZF...,LUXEMBOURG,1975,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,44.4375
13766..IZF...,LUXEMBOURG,1975,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,44.4375
13766..BZF...,LUXEMBOURG,1974,INDUSTRIAL PRODUCTION,INDEX NUMBER,55.2816
13766...ZF...,LUXEMBOURG,1974,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,55.292
13766..IZF...,LUXEMBOURG,1974,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,55.292
13766..BZF...,LUXEMBOURG,1973,INDUSTRIAL PRODUCTION,INDEX NUMBER,53.4628
13766..IZF...,LUXEMBOURG,1973,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,53.4461
13766...ZF...,LUXEMBOURG,1973,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,53.4461
13766..BZF...,LUXEMBOURG,1972,INDUSTRIAL PRODUCTION,INDEX NUMBER,47.7521
13766..IZF...,LUXEMBOURG,1972,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,47.7412
13766...ZF...,LUXEMBOURG,1972,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,47.7412
13766..BZF...,LUXEMBOURG,1971,INDUSTRIAL PRODUCTION,INDEX NUMBER,45.8445
13766..IZF...,LUXEMBOURG,1971,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,45.8341
13766...ZF...,LUXEMBOURG,1971,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,45.8341
13766..BZF...,LUXEMBOURG,1970,INDUSTRIAL PRODUCTION,INDEX NUMBER,46.3694
13766..IZF...,LUXEMBOURG,1970,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,46.3588
13766...ZF...,LUXEMBOURG,1970,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,46.3588
13766..BZF...,LUXEMBOURG,1969,INDUSTRIAL PRODUCTION,INDEX NUMBER,46.1311
13766..IZF...,LUXEMBOURG,1969,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,46.1205
13766...ZF...,LUXEMBOURG,1969,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,46.1205
13766..BZF...,LUXEMBOURG,1968,INDUSTRIAL PRODUCTION,INDEX NUMBER,40.9423
13766..IZF...,LUXEMBOURG,1968,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,40.9295
13766...ZF...,LUXEMBOURG,1968,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,40.9295
13766..BZF...,LUXEMBOURG,1967,INDUSTRIAL PRODUCTION,INDEX NUMBER,38.5888
13766..IZF...,LUXEMBOURG,1967,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,38.5799
13766...ZF...,LUXEMBOURG,1967,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,38.5799
13766..BZF...,LUXEMBOURG,1966,INDUSTRIAL PRODUCTION,INDEX NUMBER,38.7514
13766..IZF...,LUXEMBOURG,1966,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,38.7393
13766...ZF...,LUXEMBOURG,1966,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,38.7393
13766..BZF...,LUXEMBOURG,1965,INDUSTRIAL PRODUCTION,INDEX NUMBER,40.2393
13766..IZF...,LUXEMBOURG,1965,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,40.2301
13766...ZF...,LUXEMBOURG,1965,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,40.2301
13766..BZF...,LUXEMBOURG,1964,INDUSTRIAL PRODUCTION,INDEX NUMBER,39.9715
13766..IZF...,LUXEMBOURG,1964,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,39.9624
13766...ZF...,LUXEMBOURG,1964,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,39.9624
13766..BZF...,LUXEMBOURG,1963,INDUSTRIAL PRODUCTION,INDEX NUMBER,36.5149
13766..IZF...,LUXEMBOURG,1963,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,36.5157
13766...ZF...,LUXEMBOURG,1963,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,36.5157
13766..BZF...,LUXEMBOURG,1962,INDUSTRIAL PRODUCTION,INDEX NUMBER,36.1061
13766..IZF...,LUXEMBOURG,1962,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,36.1129
13766...ZF...,LUXEMBOURG,1962,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,36.1129
13766..BZF...,LUXEMBOURG,1961,INDUSTRIAL PRODUCTION,INDEX NUMBER,37.8092
13766..IZF...,LUXEMBOURG,1961,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,37.8289
13766...ZF...,LUXEMBOURG,1961,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,37.8289
13766..BZF...,LUXEMBOURG,1960,INDUSTRIAL PRODUCTION,INDEX NUMBER,36.742
13766..IZF...,LUXEMBOURG,1960,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,36.7551
13766...ZF...,LUXEMBOURG,1960,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,36.7551
13766..BZF...,LUXEMBOURG,1959,INDUSTRIAL PRODUCTION,INDEX NUMBER,33.7327
13766..IZF...,LUXEMBOURG,1959,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,33.756
13766...ZF...,LUXEMBOURG,1959,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,33.756
13766..BZF...,LUXEMBOURG,1958,INDUSTRIAL PRODUCTION,INDEX NUMBER,32.1942
13766..IZF...,LUXEMBOURG,1958,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,32.2056
13766...ZF...,LUXEMBOURG,1958,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,32.2056
13766..BZF...,LUXEMBOURG,1957,INDUSTRIAL PRODUCTION,INDEX NUMBER,33.5885
13766..IZF...,LUXEMBOURG,1957,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,33.592
13766...ZF...,LUXEMBOURG,1957,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,33.592
13766..BZF...,LUXEMBOURG,1956,INDUSTRIAL PRODUCTION,INDEX NUMBER,33.0346
13766..IZF...,LUXEMBOURG,1956,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,33.0412
13766...ZF...,LUXEMBOURG,1956,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,33.0412
13766..BZF...,LUXEMBOURG,1955,INDUSTRIAL PRODUCTION,INDEX NUMBER,30.9015
13766..IZF...,LUXEMBOURG,1955,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,30.9077
13766...ZF...,LUXEMBOURG,1955,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,30.9077
13766...ZF...,LUXEMBOURG,1954,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,27.3346
13766..IZF...,LUXEMBOURG,1954,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,27.3346
13766..IZF...,LUXEMBOURG,1953,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,26.62
13766...ZF...,LUXEMBOURG,1953,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,26.62
13766...ZF...,LUXEMBOURG,1952,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,29.1212
13766..IZF...,LUXEMBOURG,1952,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,29.1212
13766..IZF...,LUXEMBOURG,1951,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,29.1212
13766...ZF...,LUXEMBOURG,1951,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,29.1212
13766...ZF...,LUXEMBOURG,1950,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,23.7614
13766..IZF...,LUXEMBOURG,1950,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,23.7614
13766..IZF...,LUXEMBOURG,1949,INDUSTRIAL PROD EXCL CONST:95,INDEX NUMBER,22.5108
